N, ROB size, RS size, Cache Size, Memory Latency, Branch Type, Unrolls, Optimization Lvl, Cycles, Instructions, Branch hit, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
1, 24, 12, 8, 1000, 1, 4, 8, 82610, 3571, 0.419704, 0.205118, 0.503888, 10172, 742, 0
1, 24, 12, 8, 1000, 2, 1, 8, 107036, 4435, 0.659626, 0.360720, 0.351550, 6222, 0, 0
1, 24, 12, 8, 1000, 2, 2, 8, 87564, 3859, 0.525299, 0.321814, 0.498096, 9769, 864, 0
1, 24, 12, 8, 1000, 2, 3, 8, 78844, 3667, 0.439846, 0.247001, 0.528692, 9818, 918, 0
1, 24, 12, 8, 1000, 2, 4, 8, 81457, 3571, 0.476847, 0.225368, 0.512012, 9611, 962, 0
1, 24, 12, 8, 1000, 3, 1, 8, 54618, 4435, 0.235581, 0.838839, 0.517301, 15018, 2, 0
1, 24, 12, 8, 1000, 3, 2, 8, 56659, 3859, 0.264029, 0.650922, 0.541632, 16488, 23, 0
1, 24, 12, 8, 1000, 3, 3, 8, 66584, 3667, 0.276227, 0.286956, 0.515021, 12155, 425, 0
1, 24, 12, 8, 1000, 3, 4, 8, 75391, 3571, 0.357635, 0.218172, 0.510861, 9635, 836, 0
1, 24, 12, 16, 100, 1, 1, 8, 13666, 4435, 0.311129, 0.940620, 0.727716, 1363, 0, 0
1, 24, 12, 16, 100, 1, 2, 8, 13551, 3859, 0.342226, 0.855120, 0.729046, 1358, 5, 0
1, 24, 12, 16, 100, 1, 3, 8, 14111, 3667, 0.351299, 0.605994, 0.728006, 1150, 9, 0
1, 24, 12, 16, 100, 1, 4, 8, 14957, 3571, 0.443350, 0.471750, 0.747268, 680, 10, 0
1, 24, 12, 16, 100, 2, 1, 8, 18968, 4435, 0.664500, 0.868367, 0.600542, 479, 0, 0
1, 24, 12, 16, 100, 2, 2, 8, 16267, 3859, 0.528979, 0.737434, 0.727967, 824, 20, 0
1, 24, 12, 16, 100, 2, 3, 8, 14814, 3667, 0.439846, 0.554227, 0.753112, 1000, 10, 0
1, 24, 12, 16, 100, 2, 4, 8, 15354, 3571, 0.476847, 0.469291, 0.748818, 711, 6, 0
1, 24, 12, 16, 100, 3, 1, 8, 12279, 4435, 0.233144, 0.968496, 0.746854, 1471, 0, 0
1, 24, 12, 16, 100, 3, 2, 8, 12405, 3859, 0.264949, 0.950903, 0.739914, 1730, 1, 0
1, 24, 12, 16, 100, 3, 3, 8, 13113, 3667, 0.274302, 0.684845, 0.737705, 1527, 3, 0
1, 24, 12, 16, 100, 3, 4, 8, 14073, 3571, 0.356650, 0.504669, 0.747887, 966, 14, 0
1, 24, 12, 16, 1000, 1, 1, 8, 36889, 4435, 0.323314, 0.921370, 0.703378, 19865, 2, 0
1, 24, 12, 16, 1000, 1, 2, 8, 42312, 3859, 0.355106, 0.824013, 0.723156, 16840, 163, 0
1, 24, 12, 16, 1000, 1, 3, 8, 48685, 3667, 0.330125, 0.620744, 0.728999, 9236, 134, 0
1, 24, 12, 16, 1000, 1, 4, 8, 55572, 3571, 0.427586, 0.453244, 0.748290, 6192, 122, 0
1, 24, 12, 16, 1000, 2, 1, 8, 48977, 4435, 0.664500, 0.766857, 0.412811, 15055, 0, 0
1, 24, 12, 16, 1000, 2, 2, 8, 51709, 3859, 0.528979, 0.672825, 0.731469, 11946, 1160, 0
1, 24, 12, 16, 1000, 2, 3, 8, 53869, 3667, 0.439846, 0.506530, 0.728978, 7903, 838, 0
1, 24, 12, 16, 1000, 2, 4, 8, 57688, 3571, 0.477833, 0.409927, 0.736308, 5563, 551, 0
1, 24, 12, 16, 1000, 3, 1, 8, 33231, 4435, 0.231519, 0.966454, 0.747580, 20745, 0, 0
1, 24, 12, 16, 1000, 3, 2, 8, 35635, 3859, 0.265869, 0.951167, 0.748059, 20944, 0, 0
1, 24, 12, 16, 1000, 3, 3, 8, 44471, 3667, 0.274302, 0.681601, 0.734709, 8990, 23, 0
1, 24, 12, 16, 1000, 3, 4, 8, 52929, 3571, 0.359606, 0.485903, 0.742489, 6938, 379, 0
1, 24, 12, 64, 100, 1, 1, 8, 11852, 4435, 0.243704, 0.976085, 0.820385, 1109, 0, 0
1, 24, 12, 64, 100, 1, 2, 8, 12648, 3859, 0.352346, 0.972524, 0.822613, 1145, 2, 0
1, 24, 12, 64, 100, 1, 3, 8, 12142, 3667, 0.341675, 0.962982, 0.809923, 1316, 2, 0
1, 24, 12, 64, 100, 1, 4, 8, 13009, 3571, 0.456158, 0.964589, 0.840824, 804, 9, 0
1, 24, 12, 64, 100, 2, 1, 8, 17419, 4435, 0.664500, 0.983764, 0.763477, 520, 0, 0
1, 24, 12, 64, 100, 2, 2, 8, 14632, 3859, 0.531739, 0.979108, 0.796212, 867, 8, 0
1, 24, 12, 64, 100, 2, 3, 8, 13231, 3667, 0.441771, 0.964111, 0.821685, 1166, 9, 0
1, 24, 12, 64, 100, 2, 4, 8, 13309, 3571, 0.477833, 0.955275, 0.836250, 855, 5, 0
1, 24, 12, 64, 100, 3, 1, 8, 11744, 4435, 0.236393, 0.977305, 0.825442, 1123, 0, 0
1, 24, 12, 64, 100, 3, 2, 8, 11607, 3859, 0.271389, 0.972579, 0.832414, 1224, 0, 0
1, 24, 12, 64, 100, 3, 3, 8, 11402, 3667, 0.277190, 0.966230, 0.828369, 1324, 0, 0
1, 24, 12, 64, 100, 3, 4, 8, 12067, 3571, 0.361576, 0.964320, 0.849206, 1109, 5, 0
1, 24, 12, 64, 1000, 1, 1, 8, 29426, 4435, 0.283509, 0.972160, 0.813594, 16560, 1, 0
1, 24, 12, 64, 1000, 1, 2, 8, 29396, 3859, 0.352346, 0.972714, 0.823226, 16603, 1, 0
1, 24, 12, 64, 1000, 1, 3, 8, 28801, 3667, 0.344562, 0.961653, 0.810026, 16307, 79, 0
1, 24, 12, 64, 1000, 1, 4, 8, 30043, 3571, 0.456158, 0.950716, 0.837507, 15458, 461, 0
1, 24, 12, 64, 1000, 2, 1, 8, 35558, 4435, 0.664500, 0.981464, 0.679144, 16763, 0, 0
1, 24, 12, 64, 1000, 2, 2, 8, 32297, 3859, 0.530819, 0.959583, 0.747888, 16382, 399, 0
1, 24, 12, 64, 1000, 2, 3, 8, 30479, 3667, 0.440808, 0.953276, 0.809554, 16340, 544, 0
1, 24, 12, 64, 1000, 2, 4, 8, 30341, 3571, 0.477833, 0.936296, 0.833432, 15124, 555, 0
1, 24, 12, 64, 1000, 3, 1, 8, 28831, 4435, 0.234768, 0.975760, 0.827004, 16937, 0, 0
1, 24, 12, 64, 1000, 3, 2, 8, 28266, 3859, 0.269549, 0.973528, 0.843405, 16690, 0, 0
1, 24, 12, 64, 1000, 3, 3, 8, 28302, 3667, 0.278152, 0.966432, 0.838878, 16570, 3, 0
1, 24, 12, 64, 1000, 3, 4, 8, 28900, 3571, 0.361576, 0.965259, 0.860621, 15905, 446, 0
1, 32, 16, 8, 100, 1, 1, 8, 15465, 4435, 0.277823, 0.734507, 0.504446, 621, 0, 197
1, 32, 16, 8, 100, 1, 2, 8, 16265, 3859, 0.334867, 0.340463, 0.512308, 753, 0, 197
1, 32, 16, 8, 100, 1, 3, 8, 15942, 3667, 0.334937, 0.195534, 0.516500, 936, 0, 198
1, 32, 16, 8, 100, 1, 4, 8, 16711, 3571, 0.402956, 0.180630, 0.559435, 495, 0, 197
1, 32, 16, 8, 100, 2, 1, 8, 24481, 4435, 0.660439, 0.309108, 0.427230, 228, 0, 197
1, 32, 16, 8, 100, 2, 2, 8, 19652, 3859, 0.526219, 0.277652, 0.504790, 514, 0, 197
