N, ROB size, RS size, Cache Size, Memory Latency, Branch Type, Unrolls, Optimization Lvl, Cycles, Instructions, Branch hit, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
2, 12, 6, 8, 100, 1, 1, 8, 7723, 1796, 0.007812, 0.945789, 0.000000, 6755, 2, 0
2, 12, 6, 8, 100, 1, 2, 8, 7467, 1285, 0.015625, 0.910969, 0.000000, 6743, 1, 0
2, 12, 6, 8, 100, 1, 3, 8, 7384, 1113, 0.023529, 0.876592, 0.000000, 6727, 2, 0
2, 12, 6, 8, 100, 1, 4, 8, 7350, 1031, 0.031250, 0.820447, 0.000000, 6101, 1, 1598
2, 12, 6, 8, 100, 2, 1, 8, 7723, 1796, 0.007812, 0.945789, 0.000000, 6755, 2, 0
2, 12, 6, 8, 100, 2, 2, 8, 7467, 1285, 0.015625, 0.910969, 0.000000, 6743, 1, 0
2, 12, 6, 8, 100, 2, 3, 8, 7384, 1113, 0.023529, 0.876592, 0.000000, 6727, 2, 0
2, 12, 6, 8, 100, 2, 4, 8, 7350, 1031, 0.031250, 0.820447, 0.000000, 6101, 1, 1598
2, 12, 6, 8, 100, 3, 1, 8, 7723, 1796, 0.007812, 0.945789, 0.000000, 6755, 2, 0
2, 12, 6, 8, 100, 3, 2, 8, 7467, 1285, 0.015625, 0.910969, 0.000000, 6743, 1, 0
