N, ROB size, RS size, Cache Size, Memory Latency, Unrolls, Optimization Step, Cycles, Instructions, Icache hit, Dcache hit, ROB hzrds, RS hzrds, LSQ hzrds
4, 16, 8, 16, 1000, 4, 4, 1818, 125, 0.286885, 0.200000, 1050, 5, 0
4, 16, 8, 16, 1000, 4, 5, 1818, 125, 0.286885, 0.200000, 1050, 5, 0
4, 16, 8, 16, 1000, 4, 6, 1818, 125, 0.286885, 0.200000, 1050, 5, 0
4, 16, 8, 16, 1000, 4, 7, 1721, 89, 0.397959, 0.238095, 1214, 19, 0
4, 16, 8, 16, 1000, 4, 8, 1721, 89, 0.397959, 0.238095, 1214, 19, 0
4, 16, 8, 64, 50, 1, 1, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 2, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 3, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 4, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 5, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 6, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 7, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 1, 8, 238, 149, 0.707692, 0.483871, 140, 22, 0
4, 16, 8, 64, 50, 2, 1, 237, 135, 0.706897, 0.157895, 161, 10, 0
4, 16, 8, 64, 50, 2, 2, 237, 135, 0.706897, 0.157895, 161, 10, 0
4, 16, 8, 64, 50, 2, 3, 237, 135, 0.706897, 0.157895, 161, 7, 0
4, 16, 8, 64, 50, 2, 4, 237, 135, 0.706897, 0.157895, 161, 7, 0
4, 16, 8, 64, 50, 2, 5, 237, 135, 0.706897, 0.157895, 161, 7, 0
4, 16, 8, 64, 50, 2, 6, 237, 135, 0.706897, 0.157895, 161, 7, 0
4, 16, 8, 64, 50, 2, 7, 232, 107, 0.618182, 0.157895, 144, 11, 0
4, 16, 8, 64, 50, 2, 8, 232, 107, 0.618182, 0.157895, 144, 11, 0
4, 16, 8, 64, 50, 3, 1, 244, 124, 0.511905, 0.272727, 151, 12, 0
4, 16, 8, 64, 50, 3, 2, 244, 124, 0.511905, 0.272727, 151, 12, 0
4, 16, 8, 64, 50, 3, 3, 244, 124, 0.511905, 0.272727, 151, 9, 0
4, 16, 8, 64, 50, 3, 4, 244, 124, 0.511905, 0.272727, 151, 9, 0
4, 16, 8, 64, 50, 3, 5, 244, 124, 0.511905, 0.272727, 151, 9, 0
4, 16, 8, 64, 50, 3, 6, 244, 124, 0.511905, 0.272727, 151, 9, 0
4, 16, 8, 64, 50, 3, 7, 238, 89, 0.459091, 0.272727, 145, 15, 0
4, 16, 8, 64, 50, 3, 8, 238, 89, 0.459091, 0.272727, 145, 15, 0
4, 16, 8, 64, 50, 4, 1, 244, 125, 0.503968, 0.272727, 148, 12, 0
4, 16, 8, 64, 50, 4, 2, 244, 125, 0.503968, 0.272727, 148, 12, 0
4, 16, 8, 64, 50, 4, 3, 244, 125, 0.503968, 0.272727, 148, 9, 0
4, 16, 8, 64, 50, 4, 4, 244, 125, 0.503968, 0.272727, 148, 9, 0
4, 16, 8, 64, 50, 4, 5, 244, 125, 0.503968, 0.272727, 148, 9, 0
4, 16, 8, 64, 50, 4, 6, 244, 125, 0.503968, 0.272727, 148, 9, 0
4, 16, 8, 64, 50, 4, 7, 237, 89, 0.455000, 0.272727, 149, 24, 0
4, 16, 8, 64, 50, 4, 8, 237, 89, 0.455000, 0.272727, 149, 24, 0
4, 16, 8, 64, 1000, 1, 1, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 2, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 3, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 4, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 5, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 6, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 7, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 1, 8, 1632, 149, 0.696970, 0.360000, 1206, 16, 0
4, 16, 8, 64, 1000, 2, 1, 1631, 135, 0.706897, 0.157895, 1309, 10, 0
4, 16, 8, 64, 1000, 2, 2, 1631, 135, 0.706897, 0.157895, 1309, 10, 0
4, 16, 8, 64, 1000, 2, 3, 1631, 135, 0.706897, 0.157895, 1309, 7, 0
4, 16, 8, 64, 1000, 2, 4, 1631, 135, 0.706897, 0.157895, 1309, 7, 0
4, 16, 8, 64, 1000, 2, 5, 1631, 135, 0.706897, 0.157895, 1309, 7, 0
4, 16, 8, 64, 1000, 2, 6, 1631, 135, 0.706897, 0.157895, 1309, 7, 0
4, 16, 8, 64, 1000, 2, 7, 1626, 107, 0.607143, 0.157895, 1212, 9, 0
4, 16, 8, 64, 1000, 2, 8, 1626, 107, 0.607143, 0.157895, 1212, 9, 0
4, 16, 8, 64, 1000, 3, 1, 1638, 124, 0.537500, 0.272727, 1217, 12, 0
4, 16, 8, 64, 1000, 3, 2, 1638, 124, 0.537500, 0.272727, 1217, 12, 0
4, 16, 8, 64, 1000, 3, 3, 1638, 124, 0.537500, 0.272727, 1217, 8, 0
4, 16, 8, 64, 1000, 3, 4, 1638, 124, 0.537500, 0.272727, 1217, 8, 0
4, 16, 8, 64, 1000, 3, 5, 1638, 124, 0.537500, 0.272727, 1217, 8, 0
4, 16, 8, 64, 1000, 3, 6, 1638, 124, 0.537500, 0.272727, 1217, 8, 0
4, 16, 8, 64, 1000, 3, 7, 1632, 89, 0.485849, 0.272727, 1212, 12, 0
4, 16, 8, 64, 1000, 3, 8, 1632, 89, 0.485849, 0.272727, 1212, 12, 0
4, 16, 8, 64, 1000, 4, 1, 1638, 125, 0.503968, 0.272727, 1132, 11, 0
4, 16, 8, 64, 1000, 4, 2, 1638, 125, 0.503968, 0.272727, 1132, 11, 0
4, 16, 8, 64, 1000, 4, 3, 1638, 125, 0.503968, 0.272727, 1132, 8, 0
4, 16, 8, 64, 1000, 4, 4, 1638, 125, 0.503968, 0.272727, 1132, 8, 0
4, 16, 8, 64, 1000, 4, 5, 1638, 125, 0.503968, 0.272727, 1132, 8, 0
4, 16, 8, 64, 1000, 4, 6, 1638, 125, 0.503968, 0.272727, 1132, 8, 0
4, 16, 8, 64, 1000, 4, 7, 1631, 89, 0.455882, 0.272727, 1216, 21, 0
4, 16, 8, 64, 1000, 4, 8, 1631, 89, 0.455882, 0.272727, 1216, 21, 0
4, 16, 16, 16, 50, 1, 1, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 2, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 3, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 4, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 5, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 6, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 7, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 1, 8, 246, 149, 0.582031, 0.111111, 153, 0, 0
4, 16, 16, 16, 50, 2, 1, 245, 135, 0.612069, 0.111111, 161, 0, 0
4, 16, 16, 16, 50, 2, 2, 245, 135, 0.612069, 0.111111, 161, 0, 0
4, 16, 16, 16, 50, 2, 3, 245, 135, 0.612069, 0.111111, 161, 0, 0
4, 16, 16, 16, 50, 2, 4, 245, 135, 0.612069, 0.111111, 161, 0, 0
4, 16, 16, 16, 50, 2, 5, 245, 135, 0.612069, 0.111111, 161, 0, 0
4, 16, 16, 16, 50, 2, 6, 245, 135, 0.612069, 0.111111, 161, 0, 0
4, 16, 16, 16, 50, 2, 7, 240, 107, 0.467593, 0.111111, 152, 0, 0
4, 16, 16, 16, 50, 2, 8, 240, 107, 0.467593, 0.111111, 152, 0, 0
4, 16, 16, 16, 50, 3, 1, 252, 124, 0.427419, 0.238095, 152, 0, 0
4, 16, 16, 16, 50, 3, 2, 252, 124, 0.427419, 0.238095, 152, 0, 0
4, 16, 16, 16, 50, 3, 3, 252, 124, 0.427419, 0.238095, 152, 0, 0
4, 16, 16, 16, 50, 3, 4, 252, 124, 0.427419, 0.238095, 152, 0, 0
4, 16, 16, 16, 50, 3, 5, 252, 124, 0.427419, 0.238095, 152, 0, 0
4, 16, 16, 16, 50, 3, 6, 252, 124, 0.427419, 0.238095, 152, 0, 0
4, 16, 16, 16, 50, 3, 7, 246, 89, 0.428571, 0.238095, 155, 0, 0
4, 16, 16, 16, 50, 3, 8, 246, 89, 0.428571, 0.238095, 155, 0, 0
4, 16, 16, 16, 50, 4, 1, 260, 125, 0.273438, 0.200000, 147, 0, 0
4, 16, 16, 16, 50, 4, 2, 260, 125, 0.273438, 0.200000, 147, 0, 0
4, 16, 16, 16, 50, 4, 3, 260, 125, 0.273438, 0.200000, 147, 0, 0
4, 16, 16, 16, 50, 4, 4, 260, 125, 0.273438, 0.200000, 147, 0, 0
4, 16, 16, 16, 50, 4, 5, 260, 125, 0.273438, 0.200000, 147, 0, 0
4, 16, 16, 16, 50, 4, 6, 260, 125, 0.273438, 0.200000, 147, 0, 0
4, 16, 16, 16, 50, 4, 7, 245, 89, 0.367925, 0.238095, 155, 0, 0
4, 16, 16, 16, 50, 4, 8, 245, 89, 0.367925, 0.238095, 155, 0, 0
4, 16, 16, 16, 1000, 1, 1, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 2, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 3, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 4, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 5, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 6, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 7, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 1, 8, 1722, 149, 0.573077, 0.111111, 1219, 0, 0
4, 16, 16, 16, 1000, 2, 1, 1721, 135, 0.612069, 0.111111, 1309, 0, 0
4, 16, 16, 16, 1000, 2, 2, 1721, 135, 0.612069, 0.111111, 1309, 0, 0
4, 16, 16, 16, 1000, 2, 3, 1721, 135, 0.612069, 0.111111, 1309, 0, 0
4, 16, 16, 16, 1000, 2, 4, 1721, 135, 0.612069, 0.111111, 1309, 0, 0
4, 16, 16, 16, 1000, 2, 5, 1721, 135, 0.612069, 0.111111, 1309, 0, 0
4, 16, 16, 16, 1000, 2, 6, 1721, 135, 0.612069, 0.111111, 1309, 0, 0
4, 16, 16, 16, 1000, 2, 7, 1716, 107, 0.459091, 0.111111, 1218, 0, 0
4, 16, 16, 16, 1000, 2, 8, 1716, 107, 0.459091, 0.111111, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 1, 1809, 124, 0.434426, 0.238095, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 2, 1809, 124, 0.434426, 0.238095, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 3, 1809, 124, 0.434426, 0.238095, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 4, 1809, 124, 0.434426, 0.238095, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 5, 1809, 124, 0.434426, 0.238095, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 6, 1809, 124, 0.434426, 0.238095, 1218, 0, 0
4, 16, 16, 16, 1000, 3, 7, 1722, 89, 0.461538, 0.238095, 1221, 0, 0
4, 16, 16, 16, 1000, 3, 8, 1722, 89, 0.461538, 0.238095, 1221, 0, 0
4, 16, 16, 16, 1000, 4, 1, 1818, 125, 0.286885, 0.200000, 1050, 0, 0
4, 16, 16, 16, 1000, 4, 2, 1818, 125, 0.286885, 0.200000, 1050, 0, 0
4, 16, 16, 16, 1000, 4, 3, 1818, 125, 0.286885, 0.200000, 1050, 0, 0
4, 16, 16, 16, 1000, 4, 4, 1818, 125, 0.286885, 0.200000, 1050, 0, 0
4, 16, 16, 16, 1000, 4, 5, 1818, 125, 0.286885, 0.200000, 1050, 0, 0
4, 16, 16, 16, 1000, 4, 6, 1818, 125, 0.286885, 0.200000, 1050, 0, 0
4, 16, 16, 16, 1000, 4, 7, 1721, 89, 0.397959, 0.238095, 1221, 0, 0
4, 16, 16, 16, 1000, 4, 8, 1721, 89, 0.397959, 0.238095, 1221, 0, 0
4, 16, 16, 64, 50, 1, 1, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 2, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 3, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 4, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 5, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 6, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 7, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 1, 8, 238, 149, 0.707692, 0.483871, 154, 0, 0
4, 16, 16, 64, 50, 2, 1, 237, 135, 0.706897, 0.157895, 163, 0, 0
4, 16, 16, 64, 50, 2, 2, 237, 135, 0.706897, 0.157895, 163, 0, 0
4, 16, 16, 64, 50, 2, 3, 237, 135, 0.706897, 0.157895, 163, 0, 0
4, 16, 16, 64, 50, 2, 4, 237, 135, 0.706897, 0.157895, 163, 0, 0
4, 16, 16, 64, 50, 2, 5, 237, 135, 0.706897, 0.157895, 163, 0, 0
4, 16, 16, 64, 50, 2, 6, 237, 135, 0.706897, 0.157895, 163, 0, 0
4, 16, 16, 64, 50, 2, 7, 232, 107, 0.618182, 0.157895, 154, 0, 0
4, 16, 16, 64, 50, 2, 8, 232, 107, 0.618182, 0.157895, 154, 0, 0
4, 16, 16, 64, 50, 3, 1, 244, 124, 0.511905, 0.272727, 153, 0, 0
4, 16, 16, 64, 50, 3, 2, 244, 124, 0.511905, 0.272727, 153, 0, 0
4, 16, 16, 64, 50, 3, 3, 244, 124, 0.511905, 0.272727, 153, 0, 0
4, 16, 16, 64, 50, 3, 4, 244, 124, 0.511905, 0.272727, 153, 0, 0
4, 16, 16, 64, 50, 3, 5, 244, 124, 0.511905, 0.272727, 153, 0, 0
4, 16, 16, 64, 50, 3, 6, 244, 124, 0.511905, 0.272727, 153, 0, 0
4, 16, 16, 64, 50, 3, 7, 238, 89, 0.468182, 0.272727, 155, 0, 0
4, 16, 16, 64, 50, 3, 8, 238, 89, 0.468182, 0.272727, 155, 0, 0
4, 16, 16, 64, 50, 4, 1, 244, 125, 0.503968, 0.272727, 152, 0, 0
4, 16, 16, 64, 50, 4, 2, 244, 125, 0.503968, 0.272727, 152, 0, 0
4, 16, 16, 64, 50, 4, 3, 244, 125, 0.503968, 0.272727, 152, 0, 0
4, 16, 16, 64, 50, 4, 4, 244, 125, 0.503968, 0.272727, 152, 0, 0
4, 16, 16, 64, 50, 4, 5, 244, 125, 0.503968, 0.272727, 152, 0, 0
4, 16, 16, 64, 50, 4, 6, 244, 125, 0.503968, 0.272727, 152, 0, 0
4, 16, 16, 64, 50, 4, 7, 237, 89, 0.447115, 0.272727, 161, 0, 0
4, 16, 16, 64, 50, 4, 8, 237, 89, 0.447115, 0.272727, 161, 0, 0
4, 16, 16, 64, 1000, 1, 1, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 2, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 3, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 4, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 5, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 6, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 7, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 1, 8, 1632, 149, 0.696970, 0.360000, 1220, 0, 0
4, 16, 16, 64, 1000, 2, 1, 1631, 135, 0.706897, 0.157895, 1311, 0, 0
4, 16, 16, 64, 1000, 2, 2, 1631, 135, 0.706897, 0.157895, 1311, 0, 0
4, 16, 16, 64, 1000, 2, 3, 1631, 135, 0.706897, 0.157895, 1311, 0, 0
4, 16, 16, 64, 1000, 2, 4, 1631, 135, 0.706897, 0.157895, 1311, 0, 0
4, 16, 16, 64, 1000, 2, 5, 1631, 135, 0.706897, 0.157895, 1311, 0, 0
4, 16, 16, 64, 1000, 2, 6, 1631, 135, 0.706897, 0.157895, 1311, 0, 0
4, 16, 16, 64, 1000, 2, 7, 1626, 107, 0.607143, 0.157895, 1220, 0, 0
4, 16, 16, 64, 1000, 2, 8, 1626, 107, 0.607143, 0.157895, 1220, 0, 0
4, 16, 16, 64, 1000, 3, 1, 1638, 124, 0.537500, 0.272727, 1219, 0, 0
4, 16, 16, 64, 1000, 3, 2, 1638, 124, 0.537500, 0.272727, 1219, 0, 0
4, 16, 16, 64, 1000, 3, 3, 1638, 124, 0.537500, 0.272727, 1219, 0, 0
4, 16, 16, 64, 1000, 3, 4, 1638, 124, 0.537500, 0.272727, 1219, 0, 0
4, 16, 16, 64, 1000, 3, 5, 1638, 124, 0.537500, 0.272727, 1219, 0, 0
4, 16, 16, 64, 1000, 3, 6, 1638, 124, 0.537500, 0.272727, 1219, 0, 0
4, 16, 16, 64, 1000, 3, 7, 1632, 89, 0.485849, 0.272727, 1221, 0, 0
4, 16, 16, 64, 1000, 3, 8, 1632, 89, 0.485849, 0.272727, 1221, 0, 0
4, 16, 16, 64, 1000, 4, 1, 1638, 125, 0.512097, 0.272727, 1136, 0, 0
4, 16, 16, 64, 1000, 4, 2, 1638, 125, 0.512097, 0.272727, 1136, 0, 0
4, 16, 16, 64, 1000, 4, 3, 1638, 125, 0.512097, 0.272727, 1136, 0, 0
4, 16, 16, 64, 1000, 4, 4, 1638, 125, 0.512097, 0.272727, 1136, 0, 0
4, 16, 16, 64, 1000, 4, 5, 1638, 125, 0.512097, 0.272727, 1136, 0, 0
4, 16, 16, 64, 1000, 4, 6, 1638, 125, 0.512097, 0.272727, 1136, 0, 0
4, 16, 16, 64, 1000, 4, 7, 1631, 89, 0.455882, 0.272727, 1227, 0, 0
4, 16, 16, 64, 1000, 4, 8, 1631, 89, 0.455882, 0.272727, 1227, 0, 0
4, 32, 8, 16, 50, 1, 1, 246, 149, 0.562500, 0.111111, 128, 26, 0
4, 32, 8, 16, 50, 1, 2, 246, 149, 0.562500, 0.111111, 128, 26, 0
4, 32, 8, 16, 50, 1, 3, 246, 149, 0.562500, 0.111111, 127, 24, 0
4, 32, 8, 16, 50, 1, 4, 246, 149, 0.562500, 0.111111, 127, 24, 0
4, 32, 8, 16, 50, 1, 5, 246, 149, 0.562500, 0.111111, 127, 24, 0
4, 32, 8, 16, 50, 1, 6, 246, 149, 0.562500, 0.111111, 127, 24, 0
4, 32, 8, 16, 50, 1, 7, 246, 149, 0.562500, 0.111111, 127, 24, 0
4, 32, 8, 16, 50, 1, 8, 246, 149, 0.562500, 0.111111, 127, 24, 0
4, 32, 8, 16, 50, 2, 1, 245, 135, 0.496429, 0.111111, 111, 30, 0
4, 32, 8, 16, 50, 2, 2, 245, 135, 0.496429, 0.111111, 111, 30, 0
4, 32, 8, 16, 50, 2, 3, 245, 135, 0.496429, 0.111111, 113, 24, 0
4, 32, 8, 16, 50, 2, 4, 245, 135, 0.496429, 0.111111, 113, 24, 0
4, 32, 8, 16, 50, 2, 5, 245, 135, 0.496429, 0.111111, 113, 24, 0
4, 32, 8, 16, 50, 2, 6, 245, 135, 0.496429, 0.111111, 113, 24, 0
4, 32, 8, 16, 50, 2, 7, 240, 107, 0.457031, 0.111111, 113, 37, 91
4, 32, 8, 16, 50, 2, 8, 240, 107, 0.457031, 0.111111, 113, 37, 91
4, 32, 8, 16, 50, 3, 1, 258, 124, 0.330128, 0.238095, 96, 27, 5
4, 32, 8, 16, 50, 3, 2, 258, 124, 0.330128, 0.238095, 96, 27, 5
4, 32, 8, 16, 50, 3, 3, 258, 124, 0.330128, 0.238095, 98, 24, 5
4, 32, 8, 16, 50, 3, 4, 258, 124, 0.330128, 0.238095, 98, 24, 5
4, 32, 8, 16, 50, 3, 5, 258, 124, 0.330128, 0.238095, 98, 24, 5
4, 32, 8, 16, 50, 3, 6, 258, 124, 0.330128, 0.238095, 98, 24, 5
4, 32, 8, 16, 50, 3, 7, 252, 89, 0.300725, 0.238095, 32, 40, 84
4, 32, 8, 16, 50, 3, 8, 252, 89, 0.300725, 0.238095, 32, 40, 84
4, 32, 8, 16, 50, 4, 1, 258, 125, 0.262987, 0.238095, 90, 24, 1
4, 32, 8, 16, 50, 4, 2, 258, 125, 0.262987, 0.238095, 90, 24, 1
4, 32, 8, 16, 50, 4, 3, 258, 125, 0.262987, 0.238095, 90, 23, 1
4, 32, 8, 16, 50, 4, 4, 258, 125, 0.262987, 0.238095, 90, 23, 1
4, 32, 8, 16, 50, 4, 5, 258, 125, 0.262987, 0.238095, 90, 23, 1
4, 32, 8, 16, 50, 4, 6, 258, 125, 0.262987, 0.238095, 90, 23, 1
4, 32, 8, 16, 50, 4, 7, 251, 89, 0.261029, 0.238095, 11, 45, 84
4, 32, 8, 16, 50, 4, 8, 251, 89, 0.261029, 0.238095, 11, 45, 84
